岗位,地点,薪资,工作经验,学历,公司名称,技能,工作福利,工作类型,融资情况,公司规模
阿里巴巴数据分析师,北京·朝阳区·望京,30-40K,3-5年,硕士,高德地图,"['SQL', 'Python', 'SAS', '相关分析', '回归分析']",节日福利，补充医疗保险，免费班车，带薪年假，五险一金，定期体检，餐补，员工旅游，股票期权，交通补助，年终奖,互联网,已上市,1000-9999人
高级数据分析师 (MJ000300),北京·朝阳区·三元桥,30-50K,3-5年,本科,米可世界,"['SQL', 'SAS、SPSS']",五险一金，带薪年假，年终奖，补充医疗保险，定期体检，节日福利，零食下午茶,互联网,不需要融资,100-499人
数据分析师,北京·朝阳区·酒仙桥,18-30K,3-5年,本科,自如网,"['Python', 'SQL', 'Hive']",交通补助，节日福利，年终奖，餐补，定期体检，补充医疗保险，内购优惠，住房补贴，带薪年假,O2,C轮,10000人以上
数据分析师,北京·朝阳区·惠新,16-21K,5-10年,本科,法本,"['Java', 'SQL', 'Spark', 'mysql', '数据仓库', 'Hadoop']",节日福利，加班补助，零食下午茶，带薪年假，员工旅游，定期体检，年终奖，全勤奖，企业文化，五险一金,计算机软件,已上市,10000人以上
数据分析师,北京·朝阳区·常营,18-30K,3-5年,本科,乐我无限,"['相关分析', 'Excel', 'Tableau']",补充医疗保险，餐补，股票期权，年终奖，五险一金，零食下午茶，带薪年假，节日福利，定期体检,计算机软件,B轮,500-999人
资深数据分析师,北京·朝阳区·小营,20-40K,3-5年,本科,北京优财科技有限公司,"['Excel', 'Tableau', 'Python', 'SQL']",定期体检，五险一金，年终奖，员工旅游，带薪年假，加班补助，节日福利，零食下午茶,互联网,未融资,20-99人
数据分析师,北京·朝阳区·望京,15-25K,3-5年,本科,美团,['SQL'],全勤奖，定期体检，加班补助，零食下午茶，股票期权，补充医疗保险，带薪年假，免费班车，住房补贴,互联网,已上市,10000人以上
增长数据分析师,北京·朝阳区·朝阳门,20-30K,3-5年,本科,方正证券股份有限公司,"['SQL', '增长', '用户运营']",全勤奖，节日福利，通讯补贴，零食下午茶，五险一金，餐补，定期体检，补充医疗保险，带薪年假，住房补贴，交通补助，年终奖，加班补助，员工旅游,互联网金融,已上市,1000-9999人
ESG数据分析师,北京·朝阳区·朝外,12-18K,1-3年,硕士,华测检测,"['Python', 'ESG', 'SPSS', '金融数据分析']",餐补，定期体检，通讯补贴，加班补助，补充医疗保险，带薪年假，年底双薪，五险一金，员工旅游，年终奖，住房补贴，节日福利，职称补贴,信息安全,已上市,10000人以上
售后数据分析师,北京·朝阳区·大望路,15-25K,3-5年,本科,特斯拉 Tesla,"['Python', 'SQL', 'Excel', 'Tableau']",五险一金，节日福利，带薪年假，补充医疗保险，住房补贴，通讯补贴，年终奖，免费班车，定期体检，加班补助，股票期权，餐补，零食下午茶,汽车生产,已上市,10000人以上
京东推荐数据分析师,北京·朝阳区·北辰,20-40K,经验不限,本科,沃东天骏信息技术,"['SQL', 'Python', 'Hadoop', '回归分析', '多元统计分析']",餐补，免费班车，补充医疗保险，带薪年假，全勤奖，节日福利，加班补助，五险一金，定期体检，年终奖，股票期权，员工旅游,电子商务,已上市,10000人以上
用户增长数据分析师,北京·朝阳区·燕莎,20-40K,5-10年,本科,元气森林,"['Python', 'Excel', 'Power BI', 'SQL', '相关分析']",餐补，定期体检，包吃，员工旅游，通讯补贴，五险一金，股票期权，零食下午茶，补充医疗保险，带薪年假，节日福利，免费班车，年终奖,移动互联网,B轮,1000-9999人
风险数据分析师,北京·朝阳区·望京,15-25K,3-5年,本科,江融信,"['Python', 'SPSS', 'SAS', 'Matlab', 'SQL', 'R']",五险一金，节日福利，电脑补贴，年终奖，通讯补贴，加班补助，定期体检，零食下午茶，带薪年假，餐补，补充医疗保险，交通补助，股票期权,计算机软件,B轮,500-999人
中级数据分析师,北京·朝阳区·太阳宫,15-30K,经验不限,本科,Magic Tavern,['Excel'],年终奖，员工旅游，包吃，定期体检，五险一金，零食下午茶，节日福利，补充医疗保险，带薪年假，加班补助，交通补助,游戏,未融资,500-999人
高级数据分析师,北京·朝阳区·望京,20-40K,5-10年,本科,美团点评住宿事业部,"['SQL', '回归分析', '决策树', 'Hive', '相关分析']",节日福利，交通补助，加班补助，五险一金，免费班车，通讯补贴，带薪年假，补充医疗保险，餐补，定期体检，年终奖,互联网,已上市,10000人以上
数据分析师,北京·朝阳区·太阳宫,15-20K,1-3年,硕士,BOSS直聘,"['SQL', '数据分析']",股票期权，年终奖，节日福利，交通补助，住房补贴，补充医疗保险，员工旅游，餐补，定期体检，带薪年假，五险一金，加班补助,人力资源服务,已上市,1000-9999人
高级数据分析师-直播方向,北京·朝阳区·望京,20-30K,3-5年,本科,唱吧,"['SPSS', 'Excel']",五险一金，零食下午茶，带薪年假，各种吃的福利，餐补，股票期权，定期体检，节日福利，交通补助，住房补贴，补充医疗保险，年终奖,互联网,D轮及以上,500-999人
数据分析师（英语读写熟练）,北京·朝阳区·798,17-23K,3-5年,本科,ZD,"['Python', 'Tableau', 'Power BI']",定期体检，带薪年假，节日福利，年终奖，五险一金，餐补，通讯补贴,汽车生产,不需要融资,100-499人
数据分析师,北京·朝阳区·广渠门,45-60K,5-10年,本科,华裳美服文化发展...,"['指标搭建', '数据模型', '经营分析', '回归分析']",补充医疗保险，股票期权，定期体检，五险一金，全勤奖，年终奖,服装/纺织/皮革,不需要融资,1000-9999人
高级数据分析师,北京·朝阳区·国贸,16-25K,5-10年,硕士,泓达九通,"['Scala', '时空数据', '轨迹数据', '车联网驾驶行为', 'Python']",五险一金，带薪年假，节日福利，补充医疗保险，股票期权，通讯补贴,数据服务,已上市,20-99人
数据分析师,北京·朝阳区·望京,15-30K,3-5年,本科,狮桥,"['Python', '统计学相关专业']",带薪年假，节日福利，交通补助，通讯补贴，五险一金，年终奖，餐补，定期体检,互联网金融,不需要融资,1000-9999人
数据分析师,北京·朝阳区·立水桥,20-40K,1-3年,本科,中传聚看,"['SQL', 'Python']",员工旅游，零食下午茶，五险一金，餐补，节日福利，年终奖，定期体检,互联网,未融资,100-499人
数据分析师,北京·朝阳区·三里屯,15-25K,经验不限,学历不限,时代传浮,"['英语可作为工作语言', '数学/统计学专业', '社区类产品']",五险一金，无着装要求，游戏机，愉快的氛围，股票期权，带薪年假，弹性上班时间，零食下午茶，员工旅游，节日福利,社交网络,A轮,20-99人
数据分析师,北京·朝阳区·工体,20-35K,3-5年,本科,现代金控,"['SQL', 'R', 'Tableau']",五险一金，节日福利，加班补助，年终奖，交通补助，带薪年假，餐补，全勤奖,互联网金融,不需要融资,100-499人
数据分析师,北京·朝阳区·高碑店,15-30K,1-3年,本科,北京恒昌利通,"['Python', '数据挖掘', '风控建模']",员工旅游，零食下午茶，五险一金,互联网金融,未融资,10000人以上
数据分析师,北京·朝阳区·朝阳大悦城,15-30K,5-10年,本科,能链集团,"['电商类产品', '平台类产品', '汽车', '生活服务/O2O']",免费班车，餐补，节日福利，包吃，五险一金，带薪年假，交通补助,互联网,D轮及以上,1000-9999人
数据分析师,北京·朝阳区·望京,15-30K,3-5年,本科,高德地图,"['地图导航', 'SQL', 'Tableau']",节日福利，员工旅游，免费班车，年终奖，带薪年假，五险一金，餐补，补充医疗保险，交通补助，股票期权，定期体检,互联网,已上市,1000-9999人
高级数据分析师 商业分析 市场分析经营分析,北京·朝阳区·望京,20-35K,3-5年,本科,美团网,['SQL'],五险一金，节日福利，定期体检，年终奖，带薪年假，补充医疗保险，交通补助，通讯补贴，员工旅游,O2,已上市,10000人以上
数据分析师,北京·朝阳区·望京,20-40K,经验不限,本科,阿里集团,"['SQL', 'Python', 'Excel']",加班补助，通讯补贴，零食下午茶，餐补，五险一金，定期体检，补充医疗保险，交通补助,移动互联网,已上市,10000人以上
数据分析师,北京·朝阳区·四惠,8-12K,经验不限,本科,美鲸广告,"['多元统计分析', '描述统计', '信度分析']",五险一金，餐补，精神食粮，定期体检，带薪年假,广告/公关/会展,未融资,0-20人
数据分析师,北京·朝阳区·团结湖,18-35K,1-3年,本科,洋钱罐,['SQL'],定期体检，节日福利，零食下午茶，带薪年假，五险一金，补充医疗保险,互联网,不需要融资,500-999人
数据分析师,北京·朝阳区·望京,15-30K,1-3年,本科,火花思维,"['Python', 'Excel', 'SQL', 'R', 'Hive', 'Hadoop']",定期体检，节日福利，意外险，补充医疗保险，带薪年假，五险一金，交通补助,在线教育,D轮及以上,1000-9999人
数据分析师,北京·朝阳区·朝外,25-40K,3-5年,本科,分贝通,"['Python', 'Excel']",股票期权，免费健身房，定期体检，节日福利，五险一金，年终奖，补充医疗保险，加班补助，带薪年假，住房补贴，餐补,移动互联网,C轮,500-999人
数据分析师,北京·朝阳区·望京,20-40K,3-5年,硕士,伊对,"['Python', 'SPSS', 'Tableau', '方差分析', '决策树']",员工旅游，年终奖，带薪年假，补充医疗保险，零食下午茶，节日福利，五险一金，定期体检,社交网络,B轮,100-499人
数据分析师,北京·朝阳区·小营,15-25K,3-5年,本科,快看漫画,"['Excel', 'Hive', 'SQL']",通讯补贴，带薪年假，员工旅游，补充医疗保险，餐补，定期体检，交通补助，节日福利，五险一金，年终奖，零食下午茶,文化/体育/娱乐,D轮及以上,500-999人
数据分析师,北京·朝阳区·望京,30-50K,1-3年,本科,数数科技,"['回归分析', '决策树', '因子分析', '相关分析', 'Spark']",定期体检，补充医疗保险，打车报销，员工旅游，加班补助，企业资质，入职体检，带薪病假，五险一金，年终奖，股票期权，节日福利，苹果电脑办公，带薪年假，零食下午茶,数据服务,C轮,100-499人
高性能量化系统开发工程师（数据分析师）,北京·朝阳区·团结湖,19-35K,在校/应届,大专,林道资产,"['Python', 'Matlab']",年终奖，健身补贴，定期体检，补充医疗保险，带薪年假，五险一金，零食下午茶,基金,未融资,0-20人
数据分析师,北京·朝阳区·高碑店,20-40K,3-5年,本科,中信银行,"['Python', 'SQL']",带薪年假，五险一金，通讯补贴，补充医疗保险，免费班车，节日福利，加班补助，定期体检，员工旅游，餐补，年终奖，交通补助,银行,已上市,10000人以上
股票数据分析师,北京·朝阳区·朝外,10-15K,经验不限,本科,捷耐拓,['Python'],五险一金，定期团建，带薪年假，带薪年假，员工旅游,服装/纺织/皮革,未融资,20-99人
资深数据分析师,北京·朝阳区·小营,20-40K,3-5年,本科,北京优财科技有限公司,"['Python', 'Excel', 'Tableau']",加班补助，年终奖，带薪年假，五险一金，零食下午茶，员工旅游，节日福利，定期体检,互联网,未融资,20-99人
数据分析师,北京·朝阳区·善各庄,15-25K,3-5年,本科,美团,"['SQL', 'Power BI', 'Excel', '聚类分析', '方差分析']",定期体检，补充医疗保险，免费班车，全勤奖，零食下午茶，带薪年假，加班补助，股票期权，住房补贴,互联网,已上市,10000人以上
美团优选-数据分析师,北京·朝阳区·望京,30-35K,5-10年,本科,美团优选,"['Tableau', 'SQL', 'Excel', 'SPSS', 'R']",交通补助，节日福利，全勤奖，带薪年假，补充医疗保险，通讯补贴，五险一金，定期体检，年终奖,电子商务,已上市,10000人以上
数据分析师,北京·朝阳区·太阳宫,10-11K,1-3年,本科,BOSS直聘,"['数据分析', '数据开发']",补充医疗保险，交通补助，员工旅游，带薪年假，定期体检，五险一金，节日福利，加班补助，住房补贴，餐补，股票期权，年终奖,人力资源服务,已上市,1000-9999人
